CODESYS V3.5 SP11 Trace: Trace
C:\Users\hyd\TestStand\Codesys\LLC Working Version\Working Test Stand LLC.project
Timestamp(ms) gMain.CR2052.X2.Pin02.Aout gMain.CR2052.X4.Pin02.Aout gMain.CR2052.X6.Pin02.Aout gMain.CR2052.X2.Pin05.Aout gMain.CR2052.X4.Pin05.Aout gMain.CR2052.X6.Pin05.Aout gTestStand.PPaddlesA.Pressure gTestStand.PPaddlesB.Pressure gTestStand.PCarriageA.Pressure gTestStand.PCarriageB.Pressure gTestStand.PArmA.Pressure gTestStand.PArmB.Pressure ArmEncoder.In CarriageEncoder.In TestStandMain.ArmTestStandController.OpenLoopParams.udiCycleCount TestStandMain.CarriageTestStandController.OpenLoopParams.udiCycleCount TestStandMain.PaddlesTestStandController.OpenLoopParams.udiCycleCount 
92 0 0 0 759 0 0 -363 -362.25 542.25 935.25 -367.5 -367.5 4265 16689688 0 0 0
192 0 0 0 759 0 0 -362.25 -362.25 543 893.25 -367.5 -366.75 4265 16689258 0 0 0
292 0 0 0 759 0 0 -362.25 -362.25 534 946.5 -366.75 -366.75 4265 16688854 0 0 0
392 0 0 0 759 0 0 -362.25 -362.25 543.75 912 -366.75 -366.75 4265 16688420 0 0 0
492 0 0 0 759 0 0 -362.25 -362.25 534 970.5 -366.75 -367.5 4265 16688021 0 0 0
592 0 0 0 759 0 0 -361.5 -363 546.75 930.75 -368.25 -366.75 4265 16687590 0 0 0
692 0 0 0 759 0 0 -362.25 -363 539.25 966.75 -367.5 -368.25 4265 16687181 0 0 0
791 0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
792 "" 0 0 759 0 0 -362.25 -363 544.5 927.75 -367.5 -367.5 4265 16686751 0 0 0
892 0 0 0 759 0 0 -362.25 -362.25 543 924 -367.5 -367.5 4265 16686338 0 0 0
992 0 0 0 759 0 0 -361.5 -362.25 539.25 941.25 -367.5 -368.25 4265 16685922 0 0 0
1092 0 0 0 759 0 0 -363 -362.25 543 942 -367.5 -368.25 4265 16685504 0 0 0
1192 0 0 0 759 0 0 -362.25 -362.25 538.5 988.5 -367.5 -367.5 4265 16685092 0 0 0
1292 0 0 0 759 0 0 -362.25 -363 544.5 949.5 -367.5 -367.5 4265 16684664 0 0 0
1392 0 0 0 759 0 0 -362.25 -363 544.5 949.5 -367.5 -367.5 4265 16684664 0 0 0
1492 0 0 0 759 0 0 -363 -363 540 961.5 -368.25 -367.5 4265 16684251 0 0 0
1592 0 0 0 759 0 0 -362.25 -363 541.5 965.25 -367.5 -367.5 4265 16683816 0 0 0
1692 0 0 0 759 0 0 -363 -363 543.75 921 -367.5 -367.5 4265 16683395 0 0 0
1792 0 0 0 759 0 0 -363 -362.25 535.5 963.75 -367.5 -368.25 4265 16682975 0 0 0
1891 0 0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
1892 "" "" 0 759 0 0 -362.25 -363 548.25 951.75 -367.5 -367.5 4265 16682551 0 0 0
1992 0 0 0 1400 0 0 -363 -363 539.25 976.5 -367.5 -366.75 4265 16682136 0 0 0
2092 0 0 0 1400 0 0 -362.25 -362.25 548.25 944.25 -367.5 -367.5 4265 16681721 0 0 0
2192 0 0 0 1400 0 0 -362.25 -363 540.75 962.25 -367.5 -367.5 4265 16681301 0 0 0
2292 0 0 0 1400 0 0 -363 -363 462 1456.5 -367.5 -368.25 4264 16680761 0 0 0
2392 0 0 0 1400 0 0 -362.25 -363 621 1114.5 -367.5 -367.5 4264 16679381 0 0 0
2492 0 0 0 1400 0 0 -362.25 -363 561 976.5 -367.5 -367.5 4265 16678022 0 0 0
2592 0 0 0 1400 0 0 -362.25 -363 515.25 1245 -366.75 -367.5 4265 16676682 0 0 0
2692 0 0 0 0 0 0 -362.25 -362.25 570.75 1003.5 -367.5 -367.5 4265 16675201 0 1 0
2792 0 0 0 0 0 0 -362.25 -362.25 546 1024.5 -367.5 -367.5 4265 16673847 0 1 0
2892 0 0 0 0 0 0 -361.5 -362.25 547.5 1239.75 -367.5 -367.5 4264 16672478 0 1 0
2992 0 0 0 0 0 0 -361.5 -362.25 1428.75 636.75 -366.75 -367.5 4266 16671228 0 1 0
3092 0 0 0 0 0 0 -361.5 -362.25 960.75 942 -367.5 -367.5 4262 16671253 0 1 0
3191 1400 0 0 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
3192 "" "" "" 0 0 0 -361.5 -362.25 880.5 879 -367.5 -367.5 4258 16671253 0 1 0
3291 1400 0 0 0 0 0 -362.25 -363 823.5 822.75 -367.5 -367.5 4258 16671252 "" "" ""
3292 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0 1 0
3392 1400 0 0 0 0 0 -361.5 -363 778.5 777 -366.75 -367.5 4258 16671253 0 1 0
3492 1400 0 0 0 0 0 -362.25 -362.25 744 742.5 -367.5 -367.5 4258 16671253 0 1 0
3592 1400 0 0 0 0 0 -362.25 -363 679.5 538.5 -367.5 -367.5 4258 16671253 0 1 0
3692 1400 0 0 0 0 0 -363 -363 2232.75 501.75 -367.5 -368.25 4259 16671773 0 1 0
3792 1400 0 0 0 0 0 -362.25 -363 971.25 615 -368.25 -367.5 4258 16673364 0 1 0
3892 1400 0 0 0 0 0 -362.25 -363 1051.5 531.75 -368.25 -368.25 4259 16674730 0 1 0
3992 1400 0 0 0 0 0 -362.25 -362.25 1149.75 543 -368.25 -368.25 4259 16676149 0 1 0
4092 1400 0 0 0 0 0 -362.25 -363 1143.75 549 -368.25 -368.25 4259 16677596 0 1 0
4192 1400 0 0 0 0 0 -362.25 -362.25 1089.75 552.75 -368.25 -368.25 4259 16679067 0 1 0
4292 1400 0 0 0 0 0 -363 -362.25 1103.25 545.25 -367.5 -367.5 4259 16680501 0 1 0
4391 1400 0 0 0 "" "" "" "" "" "" "" "" "" "" "" "" ""
4392 "" "" "" "" 0 0 -363 -363 1136.25 541.5 -367.5 -368.25 4259 16681892 0 1 0
4492 1400 0 0 0 0 0 -363 -362.25 1131.75 548.25 -366.75 -367.5 4259 16683345 0 1 0
4592 1400 0 0 0 0 0 -362.25 -362.25 1101.75 550.5 -368.25 -366.75 4259 16684801 0 1 0
4692 0 0 0 0 0 0 -363 -363 1095.75 548.25 -367.5 -368.25 4259 16686231 0 2 0
4792 0 0 0 0 0 0 -362.25 -362.25 1103.25 546.75 -367.5 -367.5 4259 16687668 0 2 0
4892 0 0 0 0 0 0 -362.25 -362.25 1109.25 547.5 -368.25 -367.5 4259 16689096 0 2 0
4992 0 0 0 0 0 0 -362.25 -362.25 709.5 1362.75 -368.25 -367.5 4258 16690183 0 2 0
5092 0 0 0 0 0 0 -362.25 -362.25 966 930.75 -366.75 -367.5 4259 16690130 0 2 0
5192 0 0 0 0 0 0 -362.25 -363 889.5 861.75 -367.5 -367.5 4259 16690128 0 2 0
5292 0 0 0 1400 0 0 -361.5 -362.25 820.5 816.75 -367.5 -368.25 4258 16690129 0 2 0
5392 0 0 0 1400 0 0 -362.25 -362.25 774 774 -367.5 -368.25 4258 16690129 0 2 0
5492 0 0 0 1400 0 0 -362.25 -362.25 735.75 734.25 -367.5 -368.25 4258 16690129 0 2 0
5592 0 0 0 1400 0 0 -361.5 -361.5 704.25 703.5 -367.5 -367.5 4258 16690129 0 2 0
5692 0 0 0 1400 0 0 -362.25 -361.5 547.5 630 -366.75 -367.5 4258 16690129 0 2 0
5792 0 0 0 1400 0 0 -363 -363 346.5 2129.25 -368.25 -368.25 4257 16689741 0 2 0
5892 0 0 0 1400 0 0 -362.25 -362.25 693 948 -368.25 -368.25 4261 16688178 0 2 0
5992 0 0 0 1400 0 0 -362.25 -362.25 519.75 1197 -367.5 -367.5 4260 16686896 0 2 0
6091 0 0 0 1400 0 0 -362.25 -362.25 "" "" "" "" "" "" "" "" ""
6092 "" "" "" "" "" "" "" "" 567.75 1021.5 -368.25 -367.5 4261 16685412 0 2 0
6192 0 0 0 1400 0 0 -361.5 -361.5 543 1082.25 -367.5 -368.25 4261 16684084 0 2 0
6292 0 0 0 1400 0 0 -362.25 -362.25 544.5 1157.25 -367.5 -368.25 4261 16682701 0 2 0
6392 0 0 0 1400 0 0 -362.25 -362.25 551.25 1113 -368.25 -368.25 4261 16681264 0 2 0
6492 0 0 0 1400 0 0 -362.25 -363 555.75 1025.25 -368.25 -367.5 4261 16679854 0 2 0
6592 0 0 0 1400 0 0 -363 -362.25 527.25 1126.5 -367.5 -367.5 4261 16678505 0 2 0
6691 0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
6692 "" 0 0 1400 0 0 -362.25 -362.25 555 1145.25 -368.25 -367.5 4261 16677064 0 3 0
6791 0 0 0 0 0 0 -362.25 -362.25 "" "" "" "" "" "" "" "" ""
6792 "" "" "" "" "" "" "" "" 557.25 1011.75 -367.5 -367.5 4261 16675661 0 3 0
6892 0 0 0 0 0 0 -362.25 -362.25 521.25 1209.75 -367.5 -367.5 4261 16674322 0 3 0
6992 0 0 0 0 0 0 -361.5 -361.5 567.75 998.25 -368.25 -368.25 4261 16672836 0 3 0
7092 0 0 0 0 0 0 -362.25 -362.25 1275.75 675.75 -368.25 -368.25 4264 16671815 0 3 0
7192 0 0 0 0 0 0 -361.5 -362.25 907.5 886.5 -368.25 -368.25 4261 16671844 0 3 0
7291 1400 0 0 0 0 0 -362.25 -362.25 830.25 828.75 -367.5 -367.5 "" "" "" "" ""
7292 "" "" "" "" "" "" "" "" "" "" "" "" 4260 16671844 0 3 0
7392 1400 0 0 0 0 0 -362.25 -362.25 781.5 780 -368.25 -367.5 4260 16671844 0 3 0
7492 1400 0 0 0 0 0 -362.25 -362.25 744 742.5 -366.75 -368.25 4260 16671844 0 3 0
7592 1400 0 0 0 0 0 -361.5 -361.5 708 706.5 -367.5 -367.5 4260 16671844 0 3 0
7692 1400 0 0 0 0 0 -362.25 -361.5 667.5 539.25 -367.5 -367.5 4260 16671844 0 3 0
7792 1400 0 0 0 0 0 -361.5 -361.5 2259 378 -368.25 -368.25 4261 16672144 0 3 0
7892 1400 0 0 0 0 0 -361.5 -362.25 1030.5 676.5 -368.25 -368.25 4260 16673740 0 3 0
7992 1400 0 0 0 0 0 -361.5 -362.25 1007.25 534.75 -367.5 -368.25 4260 16675093 0 3 0
8092 1400 0 0 0 0 0 -362.25 -361.5 1205.25 540 -367.5 -367.5 4261 16676516 0 3 0
8192 1400 0 0 0 0 0 -362.25 -362.25 1125 556.5 -366.75 -367.5 4261 16678008 0 3 0
8292 1400 0 0 0 0 0 -362.25 -362.25 1043.25 552 -367.5 -368.25 4261 16679470 0 3 0
8392 1400 0 0 0 0 0 -362.25 -362.25 1176 523.5 -367.5 -367.5 4261 16680843 0 3 0
8492 1400 0 0 0 0 0 -361.5 -362.25 1174.5 552.75 -368.25 -368.25 4261 16682303 0 3 0
8591 1400 0 0 0 0 0 -362.25 -362.25 1026 560.25 -368.25 -368.25 "" "" "" "" ""
8592 "" "" "" "" "" "" "" "" "" "" "" "" 4261 16683781 0 3 0
8691 1400 0 0 0 0 0 -362.25 -363 "" "" "" "" "" "" "" "" ""
8692 "" "" "" "" "" "" "" "" 1113 533.25 -367.5 -367.5 4261 16685158 0 3 0
8791 0 0 0 0 0 0 -362.25 -361.5 1167 549.75 -367.5 -368.25 4261 16686607 0 4 0
8892 0 0 0 0 0 0 -362.25 -362.25 1068.75 555 -368.25 -367.5 4261 16688087 0 4 0
8992 0 0 0 0 0 0 -362.25 -362.25 1080.75 546.75 -367.5 -367.5 4261 16689508 0 4 0
9092 0 0 0 0 0 0 -362.25 -361.5 656.25 1330.5 -367.5 -367.5 4260 16690720 0 4 0
9192 0 0 0 0 0 0 -362.25 -363 969.75 921.75 -367.5 -367.5 4260 16690672 0 4 0
9292 0 0 0 1400 0 0 -362.25 -363 884.25 866.25 -366.75 -368.25 4260 16690671 0 4 0
9392 0 0 0 1400 0 0 -362.25 -362.25 818.25 818.25 -367.5 -368.25 4260 16690672 0 4 0
9492 0 0 0 1400 0 0 -362.25 -363 762.75 762 -367.5 -367.5 4260 16690672 0 4 0
9592 0 0 0 1400 0 0 -362.25 -363 728.25 729 -366.75 -367.5 4260 16690672 0 4 0
9692 0 0 0 1400 0 0 -362.25 -363 570.75 579 -368.25 -367.5 4260 16690672 0 4 0
9792 0 0 0 1400 0 0 -362.25 -363 327.75 1531.5 -367.5 -366.75 4259 16690589 0 4 0
9892 0 0 0 1400 0 0 -362.25 -363 778.5 1188 -367.5 -368.25 4261 16689134 0 4 0
9992 0 0 0 1400 0 0 -363 -363 501 1072.5 -367.5 -367.5 4263 16687887 0 4 0
10092 0 0 0 1400 0 0 -362.25 -363 554.25 1150.5 -368.25 -368.25 4262 16686416 0 4 0
10192 0 0 0 1400 0 0 -362.25 -362.25 551.25 1056.75 -368.25 -368.25 4263 16685041 0 4 0
10292 0 0 0 1400 0 0 -362.25 -362.25 534 1194.75 -367.5 -368.25 4263 16683692 0 4 0
10392 0 0 0 1400 0 0 -362.25 -361.5 555 1096.5 -367.5 -367.5 4263 16682231 0 4 0
10492 0 0 0 1400 0 0 -361.5 -362.25 552 1056 -367.5 -368.25 4263 16680857 0 4 0
10592 0 0 0 1400 0 0 -362.25 -363 536.25 1153.5 -368.25 -368.25 4263 16679502 0 4 0
10692 0 0 0 1400 0 0 -362.25 -363 550.5 1122 -368.25 -368.25 4263 16678055 0 4 0
10792 0 0 0 0 0 0 -362.25 -362.25 549.75 1067.25 -368.25 -368.25 4263 16676647 0 5 0
10891 0 0 0 0 0 0 -362.25 -362.25 540.75 1116.75 -368.25 -368.25 4263 "" "" "" ""
10892 "" "" "" "" "" "" "" "" "" "" "" "" "" 16675277 0 5 0
10992 0 0 0 0 0 0 -362.25 -362.25 547.5 1125.75 -368.25 -369 4263 16673877 0 5 0
11092 0 0 0 0 0 0 -363 -362.25 1231.5 702.75 -367.5 -368.25 4265 16672895 0 5 0
11192 0 0 0 0 0 0 -362.25 -362.25 891 871.5 -368.25 -367.5 4263 16672920 0 5 0
11292 1400 0 0 0 0 0 -362.25 -362.25 816.75 814.5 -367.5 -367.5 4259 16672920 0 5 0
11392 1400 0 0 0 0 0 -362.25 -362.25 771.75 768.75 -367.5 -367.5 4260 16672920 0 5 0
11492 1400 0 0 0 0 0 -363 -363 736.5 735.75 -367.5 -368.25 4260 16672920 0 5 0
11592 1400 0 0 0 0 0 -362.25 -362.25 707.25 705.75 -367.5 -367.5 4260 16672920 0 5 0
11692 1400 0 0 0 0 0 -362.25 -363 738.75 520.5 -367.5 -368.25 4260 16672920 0 5 0
11792 1400 0 0 0 0 0 -362.25 -362.25 2329.5 447.75 -367.5 -367.5 4261 16673326 0 5 0
11892 1400 0 0 0 0 0 -361.5 -362.25 1033.5 639 -368.25 -367.5 4259 16674920 0 5 0
11992 1400 0 0 0 0 0 -362.25 -362.25 1031.25 534 -368.25 -367.5 4260 16676289 0 5 0
12092 1400 0 0 0 0 0 -362.25 -362.25 1185 542.25 -367.5 -368.25 4260 16677706 0 5 0
12192 1400 0 0 0 0 0 -362.25 -363 1104 555 -367.5 -367.5 4260 16679184 0 5 0
12292 1400 0 0 0 0 0 -362.25 -362.25 1068 550.5 -367.5 -367.5 4260 16680629 0 5 0
12392 1400 0 0 0 0 0 -362.25 -362.25 1139.25 538.5 -368.25 -367.5 4260 16682023 0 5 0
12492 1400 0 0 0 0 0 -363 -362.25 1140 549 -367.5 -367.5 4260 16683465 0 5 0
12592 1400 0 0 0 0 0 -361.5 -361.5 1107.75 550.5 -368.25 -368.25 4260 16684915 0 5 0
12692 1400 0 0 0 0 0 -362.25 -361.5 1095.75 549.75 -367.5 -367.5 4260 16686365 0 5 0
12792 0 0 0 0 0 0 -362.25 -362.25 1098 546.75 -367.5 -368.25 4260 16687795 0 6 0
12892 0 0 0 0 0 0 -362.25 -361.5 1116 545.25 -367.5 -368.25 4260 16689209 0 6 0
12992 0 0 0 0 0 0 -361.5 -362.25 1119 548.25 -367.5 -367.5 4260 16690646 0 6 0
13092 0 0 0 0 0 0 -362.25 -362.25 596.25 1293 -367.5 -368.25 4259 16691820 0 6 0
13192 0 0 0 0 0 0 -362.25 -362.25 963 934.5 -367.5 -367.5 4260 16691759 0 6 0
13292 0 0 0 1400 0 0 -362.25 -361.5 885.75 870.75 -367.5 -368.25 4261 16691758 0 6 0
13392 0 0 0 1400 0 0 -361.5 -362.25 824.25 822.75 -367.5 -368.25 4260 16691759 0 6 0
13492 0 0 0 1400 0 0 -361.5 -361.5 777 776.25 -367.5 -367.5 4260 16691759 0 6 0
13592 0 0 0 1400 0 0 -361.5 -362.25 732.75 732 -367.5 -367.5 4260 16691759 0 6 0
13691 0 0 0 1400 0 0 -362.25 -362.25 526.5 708.75 -367.5 -367.5 4260 "" "" "" ""
13692 "" "" "" "" "" "" "" "" "" "" "" "" "" 16691759 0 6 0
13792 0 0 0 1400 0 0 -361.5 -362.25 430.5 2268 -366.75 -367.5 4259 16691418 0 6 0
13892 0 0 0 1400 0 0 -361.5 -361.5 654.75 940.5 -367.5 -367.5 4262 16689863 0 6 0
13992 0 0 0 1400 0 0 -361.5 -362.25 515.25 1207.5 -367.5 -367.5 4262 16688584 0 6 0
14092 0 0 0 1400 0 0 -362.25 -362.25 564.75 1050 -368.25 -367.5 4263 16687109 0 6 0
14192 0 0 0 1400 0 0 -362.25 -362.25 548.25 1066.5 -367.5 -368.25 4263 16685749 0 6 0
14292 0 0 0 1400 0 0 -361.5 -362.25 537.75 1209.75 -367.5 -367.5 4263 16684380 0 6 0
14392 0 0 0 1400 0 0 -362.25 -362.25 559.5 1024.5 -368.25 -368.25 4263 16682915 0 6 0
14492 0 0 0 1400 0 0 -362.25 -363 536.25 1084.5 -367.5 -368.25 4263 16681587 0 6 0
14591 0 0 0 1400 0 0 -362.25 -362.25 "" "" "" "" "" "" "" "" ""
14592 "" "" "" "" "" "" "" "" 558 1130.25 -367.5 -368.25 4262 16680152 0 6 0
14692 0 0 0 1400 0 0 -362.25 -362.25 555 1007.25 -368.25 -368.25 4263 16678750 0 6 0
14792 0 0 0 0 0 0 -362.25 -362.25 534.75 1281 -368.25 -368.25 4262 16677413 0 7 0
14892 0 0 0 0 0 0 -362.25 -362.25 579.75 941.25 -367.5 -367.5 4263 16675935 0 7 0
14992 0 0 0 0 0 0 -362.25 -362.25 503.25 1151.25 -367.5 -367.5 4263 16674621 0 7 0
15092 0 0 0 0 0 0 -362.25 -362.25 1235.25 645.75 -368.25 -368.25 4263 16673515 0 7 0
15192 0 0 0 0 0 0 -362.25 -363 916.5 873.75 -367.5 -367.5 4264 16673532 0 7 0
15292 0 0 0 0 0 0 -362.25 -362.25 824.25 822.75 -367.5 -368.25 4260 16673532 0 7 0
15392 1400 0 0 0 0 0 -362.25 -362.25 779.25 777 -367.5 -368.25 4261 16673532 0 7 0
15492 1400 0 0 0 0 0 -362.25 -362.25 741 738.75 -368.25 -368.25 4261 16673532 0 7 0
15592 1400 0 0 0 0 0 -363 -363 706.5 705 -367.5 -367.5 4261 16673532 0 7 0
15692 1400 0 0 0 0 0 -363 -362.25 682.5 681 -367.5 -367.5 4261 16673532 0 7 0
15792 1400 0 0 0 0 0 -361.5 -362.25 652.5 540 -367.5 -368.25 4261 16673532 0 7 0
15892 1400 0 0 0 0 0 -361.5 -361.5 2266.5 357.75 -367.5 -367.5 4261 16673745 0 7 0
15991 1400 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
15992 "" 0 0 0 0 0 -362.25 -362.25 1074.75 690.75 -368.25 -368.25 4260 16675327 0 7 0
18492 0 0 0 1400 0 0 -361.5 -361.5 558 1064.25 -366.75 -367.5 4263 16683602 0 8 0
18592 0 0 0 1400 0 0 -362.25 -362.25 544.5 1062 -367.5 -366.75 4263 16682235 0 8 0
18692 0 0 0 1400 0 0 -362.25 -362.25 543 1248 -367.5 -368.25 4263 16680861 0 8 0
18792 0 0 0 1400 0 0 -362.25 -362.25 573 948.75 -368.25 -367.5 4264 16679396 0 8 0
18892 0 0 0 0 0 0 -362.25 -361.5 493.5 1209 -367.5 -367.5 4263 16678096 0 9 0
18992 0 0 0 0 0 0 -362.25 -362.25 566.25 1108.5 -366.75 -366.75 4263 16676610 0 9 0
19091 0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
19092 "" 0 0 0 0 0 -363 -362.25 543.75 1014 -366.75 -368.25 4263 16675240 0 9 0
19192 0 0 0 0 0 0 -362.25 -362.25 1146 609.75 -368.25 -368.25 4264 16674095 0 9 0
19292 0 0 0 0 0 0 -363 -363 895.5 854.25 -367.5 -368.25 4264 16674082 0 9 0
19392 1400 0 0 0 0 0 -362.25 -361.5 807.75 807 -367.5 -367.5 4263 16674082 0 9 0
19392 "" "" "" "" "" "" "" "" "" "" "" "" "" 16674082 "" "" ""
19492 1400 0 0 0 0 0 -362.25 -361.5 762 761.25 -367.5 -368.25 4263 16674082 0 9 0
19592 1400 0 0 0 0 0 -362.25 -363 722.25 720.75 -367.5 -368.25 4263 16674082 0 9 0
19692 1400 0 0 0 0 0 -362.25 -362.25 696 695.25 -368.25 -367.5 4263 16674082 0 9 0
19792 1400 0 0 0 0 0 -362.25 -362.25 684.75 534.75 -368.25 -368.25 4263 16674082 0 9 0
19891 1400 0 0 0 0 0 "" "" "" "" "" "" "" "" "" "" ""
19892 "" "" "" "" "" "" -361.5 -362.25 2307.75 478.5 -367.5 -369 4264 16674533 0 9 0
19992 1400 0 0 0 0 0 -362.25 -362.25 1041.75 643.5 -368.25 -367.5 4263 16676120 0 9 0
20092 1400 0 0 0 0 0 -362.25 -362.25 1045.5 532.5 -367.5 -367.5 4263 16677485 0 9 0
20192 1400 0 0 0 0 0 -362.25 -362.25 1176 543.75 -368.25 -368.25 4264 16678921 0 9 0
20292 1400 0 0 0 0 0 -362.25 -362.25 1109.25 553.5 -368.25 -368.25 4263 16680395 0 9 0
20392 1400 0 0 0 0 0 -362.25 -362.25 1098 549.75 -367.5 -367.5 4263 16681835 0 9 0
20492 1400 0 0 0 0 0 -361.5 -362.25 1116 546 -368.25 -368.25 4263 16683242 0 9 0
20592 1400 0 0 0 0 0 -362.25 -361.5 1127.25 546.75 -367.5 -368.25 4263 16684675 0 9 0
20692 1400 0 0 0 0 0 -362.25 -361.5 1128 547.5 -367.5 -368.25 4263 16686111 0 9 0
20792 1400 0 0 0 0 0 -362.25 -361.5 1095.75 550.5 -368.25 -368.25 4263 16687568 0 9 0
20891 0 0 0 0 0 0 -362.25 "" "" "" "" "" "" "" "" "" ""
20892 "" "" "" "" "" "" "" -362.25 1100.25 547.5 -367.5 -367.5 4263 16689005 0 10 0
20992 0 0 0 0 0 0 -362.25 -362.25 1114.5 547.5 -368.25 -368.25 4263 16690406 0 10 0
21092 0 0 0 0 0 0 -361.5 -362.25 1120.5 548.25 -368.25 -368.25 4263 16691846 0 10 0
21192 0 0 0 0 0 0 -361.5 -362.25 669.75 1353 -368.25 -368.25 4263 16692871 0 10 0
21292 0 0 0 0 0 0 -361.5 -361.5 948 912.75 -367.5 -368.25 4263 16692814 0 10 0
21392 0 0 0 1400 0 0 -361.5 -362.25 866.25 858.75 -367.5 -368.25 4263 16692814 0 10 0
21492 0 0 0 1400 0 0 -361.5 -361.5 810 810 -367.5 -367.5 4263 16692815 0 10 0
21592 0 0 0 1400 0 0 -361.5 -361.5 765.75 766.5 -367.5 -367.5 4263 16692815 0 10 0
21692 0 0 0 1400 0 0 -362.25 -362.25 732.75 732 -368.25 -367.5 4263 16692815 0 10 0
21791 0 0 0 1400 0 0 -362.25 -362.25 "" "" "" "" "" "" "" "" ""
21792 "" "" "" "" "" "" "" "" 578.25 585 -368.25 -367.5 4263 16692815 0 10 0
21892 0 0 0 1400 0 0 -362.25 -362.25 318 1972.5 -367.5 -367.5 4262 16692706 0 10 0
21992 0 0 0 1400 0 0 -361.5 -362.25 731.25 990 -367.5 -367.5 4264 16691202 0 10 0
22092 0 0 0 1400 0 0 -362.25 -362.25 493.5 1162.5 -366.75 -367.5 4265 16689960 0 10 0
22192 0 0 0 1400 0 0 -362.25 -362.25 562.5 1059 -367.5 -366.75 4264 16688477 0 10 0
22292 0 0 0 1400 0 0 -362.25 -363 551.25 1054.5 -366.75 -367.5 4265 16687125 0 10 0
22392 0 0 0 1400 0 0 -362.25 -361.5 535.5 1183.5 -367.5 -367.5 4265 16685759 0 10 0
22492 0 0 0 1400 0 0 -362.25 -362.25 555 1070.25 -367.5 -368.25 4265 16684309 0 10 0
22592 0 0 0 1400 0 0 -361.5 -362.25 548.25 1062 -367.5 -367.5 4265 16682925 0 10 0
22692 0 0 0 1400 0 0 -363 -363 537 1236 -366.75 -366.75 4265 16681575 0 10 0
22792 0 0 0 1400 0 0 -362.25 -362.25 570.75 968.25 -367.5 -368.25 4265 16680103 0 10 0
22892 0 0 0 0 0 0 -362.25 -363 526.5 1073.25 -367.5 -368.25 4265 16678772 0 11 0
22992 0 0 0 0 0 0 -361.5 -361.5 552 1230.75 -367.5 -367.5 4264 16677341 0 11 0
23092 0 0 0 0 0 0 -361.5 -361.5 571.5 969 -367.5 -368.25 4265 16675925 0 11 0
23192 0 0 0 0 0 0 -362.25 -362.25 1026 633 -367.5 -368.25 4266 16675036 0 11 0
23292 0 0 0 0 0 0 -362.25 -362.25 783.75 768.75 -367.5 -367.5 4263 16675051 0 11 0
23392 1400 0 0 0 0 0 -361.5 -362.25 733.5 732 -367.5 -367.5 4263 16675052 0 11 0
23492 1400 0 0 0 0 0 -361.5 -362.25 698.25 696.75 -367.5 -368.25 4263 16675052 0 11 0
23592 1400 0 0 0 0 0 -362.25 -362.25 672 671.25 -367.5 -367.5 4263 16675052 0 11 0
23692 1400 0 0 0 0 0 -362.25 -361.5 654 652.5 -368.25 -367.5 4263 16675052 0 11 0
23792 1400 0 0 0 0 0 -362.25 -361.5 729.75 520.5 -367.5 -367.5 4263 16675052 0 11 0
23892 1400 0 0 0 0 0 -362.25 -362.25 2039.25 563.25 -366.75 -367.5 4264 16675702 0 11 0
23992 1400 0 0 0 0 0 -362.25 -363 999.75 608.25 -366.75 -366.75 4262 16677269 0 11 0
24092 1400 0 0 0 0 0 -362.25 -362.25 1069.5 522.75 -367.5 -367.5 4263 16678635 0 11 0
24191 1400 0 0 0 0 0 -362.25 -362.25 1185 "" "" "" "" "" "" "" ""
24192 "" "" "" "" "" "" "" "" "" 540 -367.5 -367.5 4263 16680055 0 11 0
24292 1400 0 0 0 0 0 -361.5 -362.25 1119.75 552 -368.25 -367.5 4263 16681527 0 11 0
24392 1400 0 0 0 0 0 -362.25 -362.25 1071.75 552.75 -368.25 -368.25 4263 16682998 0 11 0
24492 1400 0 0 0 0 0 -362.25 -362.25 1110 543 -368.25 -367.5 4263 16684413 0 11 0
24592 1400 0 0 0 0 0 -362.25 -363 1134.75 544.5 -368.25 -368.25 4263 16685829 0 11 0
24692 1400 0 0 0 0 0 -362.25 -362.25 1127.25 547.5 -368.25 -368.25 4263 16687276 0 11 0
24791 1400 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
24792 "" 0 0 0 0 0 -362.25 -363 1091.25 549 -368.25 -368.25 4263 16688738 0 11 0
24892 0 0 0 0 0 0 -361.5 -362.25 1110.75 547.5 -368.25 -368.25 4263 16690156 0 12 0
24992 0 0 0 0 0 0 -362.25 -362.25 1122 545.25 -368.25 -367.5 4263 16691587 0 12 0
25092 0 0 0 0 0 0 -361.5 -362.25 1131.75 546.75 -368.25 -368.25 4263 16693017 0 12 0
25192 0 0 0 0 0 0 -362.25 -362.25 577.5 1191 -368.25 -367.5 4262 16694313 0 12 0
25292 0 0 0 0 0 0 -362.25 -361.5 979.5 900.75 -367.5 -368.25 4262 16694279 0 12 0
