CODESYS V3.5 SP11 Trace: Trace
C:\Users\hyd\TestStand\Codesys\LLC Stable Version\Stable TestStand LLC.project
Timestamp(ms) gMain.CR2052.X2.Pin02.Aout gMain.CR2052.X4.Pin02.Aout gMain.CR2052.X6.Pin02.Aout gMain.CR2052.X2.Pin05.Aout gMain.CR2052.X4.Pin05.Aout gMain.CR2052.X6.Pin05.Aout gTestStand.PPaddlesA.Pressure gTestStand.PPaddlesB.Pressure gTestStand.PCarriageA.Pressure gTestStand.PCarriageB.Pressure gTestStand.PArmA.Pressure gTestStand.PArmB.Pressure ArmEncoder.In CarriageEncoder.In TestStandMain.ArmTestStandController.OpenLoopParams.udiCycleCount TestStandMain.CarriageTestStandController.OpenLoopParams.udiCycleCount TestStandMain.PaddlesTestStandController.OpenLoopParams.udiCycleCount 
13695 1400 0 0 0 0 0 -366.75 -367.5 816 885.75 -366 -366 4264 16680760 0 5 0
13795 1400 0 0 0 0 0 -367.5 -366.75 826.5 847.5 -365.25 -365.25 4265 16680757 0 5 0
13895 1400 0 0 0 0 0 -366.75 -366.75 819.75 834 -365.25 -364.5 4265 16680757 0 5 0
13995 1400 0 0 0 0 0 -367.5 -368.25 809.25 825 -366 -366 4265 16680757 0 5 0
14095 1400 0 0 0 0 0 -367.5 -367.5 802.5 813 -366 -366 4265 16680757 0 5 0
14195 1400 0 0 0 0 0 -367.5 -367.5 765 771 -365.25 -365.25 4265 16680757 0 5 0
14295 1400 0 0 0 0 0 -366.75 -367.5 1131.75 638.25 -365.25 -365.25 4265 16680808 0 5 0
14395 1400 0 0 0 0 0 -366.75 -367.5 2394 639 -366 -366 4265 16681744 0 5 0
14495 1400 0 0 0 0 0 -367.5 -367.5 1070.25 792 -365.25 -365.25 4263 16683387 0 5 0
14595 1400 0 0 0 0 0 -366.75 -367.5 1460.25 656.25 -365.25 -365.25 4265 16684577 0 5 0
14695 1400 0 0 0 0 0 -366.75 -366.75 1764 709.5 -365.25 -366 4265 16685905 0 5 0
14795 1400 0 0 0 0 0 -367.5 -367.5 1220.25 732.75 -365.25 -365.25 4264 16687451 0 5 0
14895 1400 0 0 0 0 0 -367.5 -367.5 1423.5 705 -365.25 -365.25 4265 16688736 0 5 0
14995 0 0 0 0 0 0 -367.5 -367.5 1452.75 703.5 -365.25 -366 4265 16690031 0 6 0
15095 0 0 0 0 0 0 -367.5 -367.5 1443.75 700.5 -365.25 -366 4265 16691360 0 6 0
15195 0 0 0 0 0 0 -366.75 -367.5 1454.25 702 -365.25 -366 4265 16692753 0 6 0
15295 0 0 0 0 0 0 -368.25 -367.5 756.75 793.5 -365.25 -366 4265 16694017 0 6 0
15395 0 0 0 0 0 0 -367.5 -366.75 1036.5 1125.75 -365.25 -365.25 4265 16694229 0 6 0
15495 0 0 0 0 0 0 -366.75 -367.5 1102.5 1006.5 -365.25 -366 4264 16694196 0 6 0
15595 0 0 0 1400 0 0 -366.75 -367.5 1041 1021.5 -365.25 -366 4264 16694201 0 6 0
15695 0 0 0 1400 0 0 -366.75 -367.5 1026.75 995.25 -365.25 -366 4263 16694199 0 6 0
15794 0 0 0 1400 0 0 -368.25 -367.5 997.5 978 -366 -366 4263 "" "" "" ""
15795 "" "" "" "" "" "" "" "" "" "" "" "" "" 16694198 0 6 0
15894 0 0 0 1400 0 0 -367.5 -367.5 "" "" "" "" "" "" "" "" ""
15895 "" "" "" "" "" "" "" "" 976.5 965.25 -366 -366 4263 16694199 0 6 0
15995 0 0 0 1400 0 0 -367.5 -366.75 957.75 952.5 -366 -366 4263 16694199 0 6 0
16095 0 0 0 1400 0 0 -367.5 -367.5 702 834.75 -366 -366 4263 16694198 0 6 0
16195 0 0 0 1400 0 0 -367.5 -367.5 519 1856.25 -365.25 -366 4262 16693884 0 6 0
16294 0 0 0 1400 0 0 -366.75 -367.5 879 1187.25 -365.25 -366 4264 16692297 0 "" ""
16295 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 6 0
16394 0 0 0 1400 0 0 -368.25 "" "" "" "" "" "" "" "" "" ""
16395 "" "" "" "" "" "" "" -367.5 719.25 1134 -365.25 -365.25 4264 16691042 0 6 0
16495 0 0 0 1400 0 0 -367.5 -368.25 659.25 1865.25 -365.25 -364.5 4264 16689908 0 6 0
16595 0 0 0 1400 0 0 -368.25 -368.25 772.5 1185.75 -364.5 -366 4266 16688320 0 6 0
16695 0 0 0 1400 0 0 -367.5 -367.5 695.25 1332.75 -365.25 -365.25 4265 16687063 0 6 0
16795 0 0 0 1400 0 0 -368.25 -367.5 669.75 1625.25 -366 -366 4264 16685875 0 6 0
16894 0 0 0 0 0 0 -368.25 -368.25 705 1358.25 -366 "" "" "" "" "" ""
16895 "" "" "" "" "" "" "" "" "" "" "" -365.25 4265 16684408 0 7 0
16994 0 0 0 0 0 0 -367.5 -367.5 "" "" "" "" "" "" "" "" ""
16995 "" "" "" "" "" "" "" "" 702.75 1326 -365.25 -365.25 4266 16683037 0 7 0
17095 0 0 0 0 0 0 -367.5 -367.5 778.5 831.75 -366 -366.75 4265 16681860 0 7 0
17195 0 0 0 0 0 0 -367.5 -368.25 998.25 730.5 -365.25 -366 4266 16681556 0 7 0
17295 0 0 0 0 0 0 -367.5 -367.5 803.25 873.75 -366 -366 4265 16681593 0 7 0
17395 1400 0 0 0 0 0 -367.5 -367.5 825 825 -366 -366 4265 16681587 0 7 0
17494 1400 0 0 0 0 0 -367.5 -368.25 816 813.75 -365.25 -366 4265 16681589 0 7 0
17594 1400 0 0 0 0 0 -367.5 "" "" "" "" "" "" "" "" "" ""
17595 "" "" "" "" "" "" "" -367.5 806.25 805.5 -366 -366 4265 16681589 0 7 0
17694 1400 0 0 0 0 0 -368.25 -368.25 798 796.5 -365.25 -366 4265 16681589 0 7 0
17794 1400 0 0 0 0 0 -367.5 -367.5 791.25 789.75 -365.25 -366 4265 16681589 0 7 0
17895 1400 0 0 0 0 0 -366.75 -368.25 1268.25 607.5 -365.25 -366 4265 16681620 0 7 0
17995 1400 0 0 0 0 0 -367.5 -367.5 2364 674.25 -365.25 -365.25 4265 16682418 0 7 0
18094 1400 0 0 0 0 0 -367.5 -368.25 1077.75 797.25 -365.25 -365.25 4263 16684085 0 7 0
18194 1400 0 0 0 0 0 -366.75 -367.5 1367.25 677.25 -366 -366 4264 16685307 0 7 0
18294 1400 0 0 0 0 0 -367.5 -367.5 1720.5 698.25 -365.25 -365.25 4264 16686577 0 7 0
18394 1400 0 0 0 0 0 -367.5 -367.5 1284 717.75 -365.25 -365.25 4262 16688127 0 7 0
18495 1400 0 0 0 0 0 -366.75 -367.5 1413 705 -364.5 -365.25 4263 16689455 0 7 0
18594 1400 0 0 0 0 0 -367.5 -368.25 1469.25 702.75 -365.25 -365.25 4264 16690770 0 7 0
18694 0 0 0 0 0 0 -367.5 -367.5 1453.5 700.5 -366 -365.25 4264 16692133 0 8 0
18794 0 0 0 0 0 0 -367.5 -367.5 1455.75 700.5 -365.25 -366 4264 16693487 0 8 0
18895 0 0 0 0 0 0 -366.75 -367.5 838.5 768.75 -365.25 -366 4263 16694753 0 8 0
18995 0 0 0 0 0 0 -366.75 -367.5 983.25 1275 -365.25 -366 4263 16694975 0 8 0
19095 0 0 0 0 0 0 -367.5 -368.25 1089.75 1072.5 -365.25 -365.25 4262 16694943 0 8 0
19194 0 0 0 1400 0 0 "" "" "" "" "" "" "" "" "" "" ""
19195 "" "" "" "" "" "" -368.25 -367.5 1054.5 1056.75 -365.25 -365.25 4262 16694954 0 8 0
19294 0 0 0 1400 0 "" "" "" "" "" "" "" "" "" "" "" ""
19295 "" "" "" "" "" 0 -367.5 -367.5 1034.25 1034.25 -364.5 -365.25 4261 16694952 0 8 0
19394 0 0 0 1400 "" "" "" "" "" "" "" "" "" "" "" "" ""
19395 "" "" "" "" 0 0 -367.5 -367.5 1014 1014 -366 -366 4261 16694952 0 8 0
19494 0 0 0 1400 0 0 "" "" "" "" "" "" "" "" "" "" ""
19495 "" "" "" "" "" "" -368.25 -367.5 994.5 994.5 -365.25 -366 4261 16694952 0 8 0
19594 0 0 0 1400 0 0 -367.5 -368.25 975.75 976.5 "" "" "" "" "" "" ""
19595 "" "" "" "" "" "" "" "" "" "" -366 -366 4261 16694952 0 8 0
19694 0 0 0 1400 0 0 -367.5 -367.5 690 900 -366 -365.25 4261 16694952 0 "" ""
19695 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 8 0
19795 0 0 0 1400 0 0 -367.5 -367.5 514.5 2046 -365.25 -366.75 4260 16694650 0 8 0
19895 0 0 0 1400 0 0 -367.5 -367.5 876 1504.5 -366 -366 4261 16693114 0 8 0
19995 0 0 0 1400 0 0 -367.5 -368.25 713.25 1128.75 -365.25 -366 4261 16691810 0 8 0
20094 0 0 0 1400 0 0 -367.5 -368.25 625.5 1776.75 -365.25 -366 4260 16690684 0 8 0
20194 0 0 0 1400 0 0 -367.5 "" "" "" "" "" "" "" "" "" ""
20195 "" "" "" "" "" "" "" -367.5 738.75 1354.5 -366 -366 4262 16689130 0 8 0
20294 0 0 0 1400 0 0 -367.5 -368.25 704.25 1239 -366 -365.25 4262 16687831 0 8 0
20394 0 0 0 1400 0 0 -367.5 -368.25 666 1559.25 -366 -365.25 4261 16686642 0 8 0
20494 0 0 0 0 0 0 -366.75 -367.5 702 1460.25 -365.25 -365.25 4262 16685212 0 9 0
20594 0 0 0 0 0 0 -367.5 -367.5 702 1311.75 -366 -365.25 4262 16683830 0 9 0
20695 0 0 0 0 0 0 -367.5 -367.5 774 816.75 -366 -366 4262 16682606 0 9 0
20794 0 0 0 0 0 0 -368.25 -369 969.75 719.25 -365.25 -366 4263 16682278 0 "" ""
20795 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9 0
20895 0 0 0 0 0 0 -368.25 -368.25 819 818.25 -365.25 -365.25 4261 16682307 0 9 0
20994 1400 0 0 0 0 0 -368.25 -367.5 808.5 808.5 -365.25 -366.75 4262 16682302 0 "" ""
20995 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9 0
21094 1400 0 0 0 0 0 -368.25 -368.25 800.25 798.75 -366 -365.25 4262 16682302 0 9 0
21195 1400 0 0 0 0 0 -368.25 -368.25 792.75 791.25 -364.5 -365.25 4262 16682302 0 9 0
21294 1400 0 0 0 0 0 -368.25 -367.5 783.75 782.25 -365.25 -364.5 4262 16682302 0 9 0
21394 1400 0 0 0 0 0 -367.5 -367.5 775.5 774 -365.25 -365.25 4262 16682302 0 "" ""
21395 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9 0
21494 1400 0 0 0 0 0 -368.25 -367.5 739.5 703.5 -365.25 -366 4262 16682302 0 9 ""
21495 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0
21594 1400 0 0 0 0 0 -368.25 -368.25 1548.75 565.5 -366 -365.25 4262 16682387 0 9 0
21694 1400 0 0 0 0 "" "" "" "" "" "" "" "" "" "" "" ""
21695 "" "" "" "" "" 0 -367.5 -367.5 2073.75 718.5 -366.75 -365.25 4263 16683545 0 9 0
21794 1400 0 0 0 0 0 -367.5 -366.75 1029.75 749.25 -365.25 -365.25 4261 16685118 0 9 0
21894 1400 0 0 0 0 0 -367.5 -367.5 1501.5 644.25 -366 -365.25 4262 16686292 0 9 0
21994 1400 0 0 0 0 0 -367.5 -367.5 1620 706.5 -366 -366 4261 16687650 0 9 0
22094 1400 0 0 0 0 0 -367.5 -367.5 1308 703.5 -365.25 -366 4261 16689157 0 9 ""
22095 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0
22195 1400 0 0 0 0 0 -367.5 -367.5 1459.5 699.75 -366 -366 4261 16690483 0 9 0
22295 0 0 0 0 0 0 -367.5 -367.5 1475.25 699.75 -365.25 -366.75 4261 16691825 0 10 0
22394 0 0 0 0 0 0 -366.75 -367.5 1463.25 699 -366 -366.75 4261 16693203 0 10 0
22495 0 0 0 0 0 0 -368.25 -367.5 1448.25 698.25 -366 -366.75 4261 16694591 0 10 0
