CODESYS V3.5 SP11 Trace: Trace
C:\Users\hyd\TestStand\Codesys\LLC Stable Version\Stable TestStand LLC.project
Timestamp(ms) gMain.CR2052.X2.Pin02.Aout gMain.CR2052.X4.Pin02.Aout gMain.CR2052.X6.Pin02.Aout gMain.CR2052.X2.Pin05.Aout gMain.CR2052.X4.Pin05.Aout gMain.CR2052.X6.Pin05.Aout gTestStand.PPaddlesA.Pressure gTestStand.PPaddlesB.Pressure gTestStand.PCarriageA.Pressure gTestStand.PCarriageB.Pressure gTestStand.PArmA.Pressure gTestStand.PArmB.Pressure ArmEncoder.In CarriageEncoder.In TestStandMain.ArmTestStandController.OpenLoopParams.udiCycleCount TestStandMain.CarriageTestStandController.OpenLoopParams.udiCycleCount TestStandMain.PaddlesTestStandController.OpenLoopParams.udiCycleCount 
94 920 0 0 0 0 0 -367.5 -367.5 2915.25 240.75 -366.75 -366.75 4264 16697080 0 0 0
194 920 0 0 0 0 0 -366.75 -367.5 2919 237.75 -366.75 -366.75 4263 16697080 0 0 0
294 0 0 0 759 0 0 -367.5 -367.5 2917.5 234.75 -367.5 -368.25 4264 16697080 0 0 0
394 0 0 0 759 0 0 -366.75 -367.5 2919 230.25 -366.75 -366.75 4264 16697080 0 0 0
494 0 0 0 759 0 0 -368.25 -368.25 2799 225.75 -367.5 -368.25 4264 16697080 0 0 0
594 0 0 0 759 0 0 -367.5 -366.75 1974.75 799.5 -366.75 -366.75 4264 16697074 0 0 0
694 0 0 0 759 0 0 -367.5 -366.75 1244.25 777 -366.75 -366.75 4264 16697067 0 0 0
794 0 0 0 759 0 0 -366.75 -366.75 705 789 -367.5 -366.75 4264 16697055 0 0 0
894 0 0 0 759 0 0 -366.75 -366.75 650.25 1161.75 -367.5 -367.5 4264 16696955 0 0 0
994 0 0 0 759 0 0 -366.75 -366.75 738.75 1079.25 -367.5 -367.5 4264 16696550 0 0 0
1094 0 0 0 759 0 0 -367.5 -366.75 726.75 1056 -367.5 -366.75 4264 16696169 0 0 0
1194 0 0 0 759 0 0 -367.5 -367.5 714.75 1178.25 -366.75 -367.5 4264 16695798 0 0 0
1294 0 0 0 759 0 0 -366.75 -366.75 737.25 1029.75 -367.5 -367.5 4264 16695360 0 0 0
1394 0 0 0 759 0 0 -366.75 -366.75 710.25 1131 -366.75 -366.75 4264 16695005 0 0 0
1494 0 0 0 759 0 0 -367.5 -366.75 719.25 1170 -366.75 -367.5 4264 16694602 0 0 0
1594 0 0 0 759 0 0 -366.75 -367.5 726.75 1063.5 -366.75 -366.75 4264 16694176 0 0 0
1694 0 0 0 759 0 0 -366.75 -366.75 710.25 1137 -367.5 -367.5 4264 16693820 0 0 0
1794 0 0 0 759 0 0 -366.75 -367.5 726.75 1087.5 -367.5 -366.75 4264 16693401 0 0 0
1894 0 0 0 759 0 0 -367.5 -367.5 725.25 1053 -367.5 -367.5 4264 16692990 0 0 0
1994 0 0 0 759 0 0 -366.75 -367.5 720.75 1080 -367.5 -367.5 4264 16692619 0 0 0
2094 0 0 0 759 0 0 -366.75 -366.75 720.75 1083.75 -366.75 -366.75 4264 16692211 0 0 0
2194 0 0 0 759 0 0 -366.75 -367.5 723 1049.25 -366.75 -366.75 4264 16691800 0 0 0
2293 0 0 0 759 0 0 -366.75 -367.5 719.25 1065.75 -367.5 -366.75 4264 16691411 0 0 0
2393 0 0 0 759 0 0 -366.75 -367.5 711 1157.25 -366.75 -366.75 4264 16691010 0 0 ""
2394 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0
2493 0 0 0 759 0 0 -367.5 -367.5 729.75 1071.75 -366.75 -366.75 4264 16690569 0 0 0
2593 0 0 0 759 0 0 -366.75 -367.5 721.5 1101.75 -367.5 -367.5 4264 16690198 0 0 0
2693 0 0 0 759 0 0 -367.5 -367.5 716.25 1128 -366.75 -366.75 4264 16689805 0 0 0
2793 0 0 0 759 0 0 -367.5 -368.25 730.5 1040.25 -366.75 "" "" "" "" "" ""
2794 "" "" "" "" "" "" "" "" "" "" "" -366.75 4264 16689377 0 0 0
2894 0 0 0 759 0 0 -368.25 -367.5 723 1061.25 -366.75 -367.5 4264 16688987 0 0 0
2994 0 0 0 759 0 0 -367.5 -367.5 721.5 1086.75 -367.5 -367.5 4264 16688601 0 0 0
3094 0 0 0 759 0 0 -366 -366.75 723.75 1071.75 -367.5 -368.25 4264 16688189 0 0 0
3194 0 0 0 759 0 0 -367.5 -366.75 720.75 1100.25 -368.25 -368.25 4264 16687797 0 0 0
3294 0 0 0 759 0 0 -367.5 -367.5 723 1100.25 -367.5 -367.5 4264 16687402 0 0 0
3394 0 0 0 759 0 0 -366.75 -366.75 722.25 1100.25 -366.75 -367.5 4264 16686991 0 0 0
3494 0 0 0 759 0 0 -366.75 -366.75 714.75 1136.25 -366.75 -367.5 4264 16686605 0 0 0
3594 0 0 0 759 0 0 -366 -367.5 727.5 1078.5 -367.5 -367.5 4264 16686181 0 0 0
3693 0 0 0 759 0 0 -367.5 -367.5 723.75 1074.75 -366.75 -367.5 4264 16685788 0 0 0
3793 0 0 0 759 0 0 -367.5 -367.5 717.75 1119 -366.75 -366.75 4264 16685399 0 0 0
3894 0 0 0 759 0 0 -367.5 -367.5 726.75 1068 -367.5 -367.5 4264 16684978 0 0 0
3993 0 0 0 759 0 0 -368.25 -368.25 719.25 1104.75 -367.5 -366.75 4264 16684591 0 0 0
4093 0 0 0 759 0 0 -367.5 -366.75 722.25 1092 -366.75 -366.75 4264 16684196 0 0 0
4193 0 0 0 759 0 0 -366.75 -367.5 721.5 1084.5 -366.75 -366.75 4264 16683782 0 0 0
4293 0 0 0 759 0 0 -366.75 -366.75 723 1091.25 -366.75 -367.5 4264 16683388 0 0 0
4393 0 0 0 759 0 0 -367.5 -367.5 721.5 "" "" "" "" "" "" "" ""
4394 "" "" "" "" "" "" "" "" "" 1092.75 -366.75 -366.75 4264 16682989 0 0 0
4493 0 0 0 759 0 0 -367.5 "" "" "" "" "" "" "" "" "" ""
4494 "" "" "" "" "" "" "" -367.5 721.5 1091.25 -366.75 -366.75 4264 16682580 0 0 0
4593 0 0 0 759 0 0 -367.5 -367.5 720.75 1095 -366.75 -366.75 4264 16682184 0 0 0
4693 0 0 0 759 0 0 -367.5 -368.25 720 1104 -366.75 -367.5 4264 16681781 0 0 0
4793 0 0 0 759 0 "" "" "" "" "" "" "" "" "" "" "" ""
4794 "" "" "" "" "" 0 -367.5 -367.5 720.75 1099.5 -366.75 -368.25 4264 16681380 0 0 0
4893 0 0 0 759 0 0 -367.5 "" "" "" "" "" "" "" "" "" ""
4894 "" "" "" "" "" "" "" -368.25 720 1104 -366.75 -366.75 4264 16680981 0 0 0
4993 0 0 0 759 0 0 -366.75 -367.5 723.75 1048.5 -366.75 -367.5 4264 16680563 0 0 ""
4994 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0
5093 0 0 0 759 0 0 -366.75 -367.5 719.25 1079.25 -366.75 -366.75 4264 16680176 0 0 0
5193 0 0 0 759 0 0 -366.75 -367.5 716.25 1100.25 -366.75 -366.75 4264 16679789 0 0 0
5293 0 0 0 759 0 0 -366.75 -367.5 723.75 1059.75 -366.75 -367.5 4264 16679362 0 0 0
5393 0 0 0 759 0 0 -367.5 -367.5 720.75 1081.5 -366.75 -367.5 4264 16678973 0 0 0
5494 0 0 0 759 0 0 -368.25 -367.5 716.25 1122 -366.75 -366.75 4264 16678578 0 0 0
5593 0 0 0 759 0 0 -367.5 -367.5 726 1068.75 -366.75 -367.5 4264 16678153 0 0 0
5693 0 0 0 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
5694 "" "" "" 759 0 0 -366.75 -366.75 718.5 1100.25 -367.5 -367.5 4264 16677766 0 0 0
5793 0 0 0 759 0 0 -366 -366.75 719.25 1100.25 -366.75 -367.5 4264 16677371 0 "" ""
5794 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0 0
5893 0 0 0 759 0 0 -367.5 -366 719.25 1080 "" "" "" "" "" "" ""
5894 "" "" "" "" "" "" "" "" "" "" -366.75 -367.5 4264 16676957 0 0 0
5993 0 0 0 759 0 0 "" "" "" "" "" "" "" "" "" "" ""
5994 "" "" "" "" "" "" -366 -366 719.25 1088.25 -366.75 -367.5 4264 16676563 0 0 0
6093 0 0 0 759 0 0 -366.75 -366.75 720 1078.5 -367.5 -367.5 4264 16676156 0 0 0
6193 0 0 0 759 0 0 -366 -366.75 720 1073.25 -367.5 -367.5 4264 16675754 0 0 0
6293 0 0 0 759 0 0 -367.5 -366.75 720.75 1071.75 -367.5 -367.5 4264 16675356 0 0 0
6393 0 0 0 759 0 0 -367.5 -366.75 720.75 1070.25 -367.5 -366.75 4264 16674953 0 0 0
6493 0 0 0 759 0 0 -366 -366 722.25 1070.25 -367.5 -367.5 4264 "" "" "" ""
6494 "" "" "" "" "" "" "" "" "" "" "" "" "" 16674547 0 0 0
6593 0 0 0 759 0 0 -366.75 -367.5 718.5 1104.75 -367.5 -367.5 4264 16674159 0 0 0
6693 0 0 0 759 0 0 -367.5 -367.5 719.25 1110.75 -366.75 -367.5 4264 16673751 0 0 0
6793 0 0 0 759 0 0 -367.5 -367.5 720.75 1087.5 -367.5 -367.5 4264 16673341 0 0 ""
6794 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0
6893 0 0 0 759 0 0 -366.75 -367.5 720.75 "" "" "" "" "" "" "" ""
6894 "" "" "" "" "" "" "" "" "" 1087.5 -367.5 -367.5 4264 16672945 0 0 0
6993 0 0 0 759 0 0 -367.5 -367.5 720.75 1071 -367.5 -367.5 4264 16672537 0 "" ""
6994 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0 0
7094 0 0 0 759 0 0 -367.5 -366.75 721.5 1043.25 -366.75 -367.5 4264 16672132 0 0 0
7193 0 0 0 759 0 0 -366.75 -366.75 720 1042.5 -367.5 -368.25 "" "" "" "" ""
7194 "" "" "" "" "" "" "" "" "" "" "" "" 4264 16671733 0 0 0
7293 0 0 0 759 0 0 -367.5 -367.5 714.75 1073.25 -367.5 -367.5 4264 16671338 0 "" ""
7294 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0 0
7393 0 0 0 759 0 0 -367.5 -367.5 716.25 1108.5 -367.5 -367.5 4264 16670935 0 0 0
7493 0 0 0 759 0 0 -366.75 -367.5 719.25 1086 -366.75 -367.5 4264 16670524 0 "" ""
7494 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0 0
7593 0 0 0 759 0 0 -367.5 -366.75 719.25 1080 -367.5 -367.5 4264 16670120 0 0 ""
7594 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0
7694 0 0 0 759 0 0 -367.5 -367.5 720 1062.75 -366.75 -367.5 4264 16669721 0 0 0
7793 0 0 0 759 0 0 -367.5 -367.5 717.75 1068 -366.75 -366.75 4264 "" "" "" ""
7794 "" "" "" "" "" "" "" "" "" "" "" "" "" 16669310 0 0 0
7894 0 0 0 759 0 0 -367.5 -367.5 701.25 1153.5 -366.75 -367.5 4264 16668927 0 0 0
7994 0 0 0 759 0 0 -367.5 -367.5 632.25 1974.75 -366.75 -366.75 4264 16668590 0 0 0
8093 0 0 0 759 0 0 -367.5 -367.5 645 2670.75 -366.75 -367.5 4264 16668269 0 0 0
8193 0 0 0 759 0 0 -366.75 -366.75 251.25 2877.75 -368.25 -369 4264 16668159 0 0 0
8293 0 0 0 759 0 0 -366.75 -366.75 228.75 2884.5 -367.5 -368.25 4264 16668155 0 0 0
8393 0 0 0 759 0 0 -367.5 -367.5 228 2883 -367.5 -367.5 4264 16668155 0 0 0
8493 920 0 0 0 0 0 -367.5 -366.75 226.5 2883 -367.5 -367.5 4264 16668155 0 0 0
8593 920 0 0 0 0 0 -367.5 -367.5 224.25 2880.75 -367.5 -367.5 4264 16668154 0 0 0
8693 920 0 0 0 0 0 -367.5 -367.5 205.5 1589.25 -367.5 -367.5 4264 16668172 0 0 0
8793 920 0 0 0 0 0 -367.5 -367.5 814.5 2051.25 -366.75 -367.5 4264 16668250 0 0 0
8893 920 0 0 0 0 0 -366.75 -367.5 855 1918.5 -366.75 -368.25 4264 16668281 0 0 0
8993 920 0 0 0 0 0 -368.25 -367.5 741.75 1282.5 -367.5 -367.5 4264 16668311 0 0 0
9093 920 0 0 0 0 0 -366.75 -367.5 685.5 716.25 -367.5 -367.5 4265 16668895 0 0 0
9193 920 0 0 0 0 0 -366.75 -366.75 960 683.25 -367.5 -367.5 4266 16669233 0 0 0
9293 920 0 0 0 0 0 -367.5 -367.5 1878 630.75 -367.5 -367.5 4268 16669806 0 0 0
9393 920 0 0 0 0 0 -367.5 -368.25 869.25 761.25 -367.5 -366.75 4266 16670799 0 0 0
9493 920 0 0 0 0 0 -366.75 -367.5 1273.5 686.25 -367.5 -367.5 4268 16671427 0 0 0
9593 920 0 0 0 0 0 -366.75 -367.5 1330.5 718.5 -367.5 -366.75 4267 16672221 0 0 0
9693 920 0 0 0 0 0 -367.5 -367.5 1008 733.5 -366.75 -366.75 4266 16673076 0 0 0
9793 920 0 0 0 0 0 -366.75 -367.5 1229.25 714.75 -366.75 -366.75 4267 16673772 0 0 0
9893 920 0 0 0 0 0 -366.75 -367.5 1212 717 -366.75 -366.75 4267 16674520 0 0 0
9993 920 0 0 0 0 0 -367.5 -367.5 1166.25 714.75 -366.75 -366.75 4267 16675321 0 0 0
10093 920 0 0 0 0 0 -366.75 -367.5 1194 716.25 -366 -366.75 4267 16676076 0 0 0
10193 920 0 0 0 0 0 -367.5 "" "" "" "" "" "" "" "" "" ""
10194 "" "" "" "" "" "" "" -367.5 1225.5 714.75 -366.75 -366.75 4267 16676843 0 0 0
10293 920 0 0 0 0 0 -368.25 -368.25 1212 716.25 -366.75 -366.75 4267 16677617 0 0 0
10393 920 0 0 0 0 0 -367.5 -366.75 1164 716.25 -366.75 -366.75 4267 16678441 0 0 0
10493 920 0 0 0 0 0 -367.5 -366.75 1191.75 716.25 -366 -366 4267 16679204 0 0 0
10593 920 0 0 0 0 0 -367.5 -366.75 1237.5 710.25 -366.75 -366.75 4267 16679953 0 0 0
10693 920 0 0 0 0 0 -366.75 -366 1239 717 -366 -367.5 4267 16680736 0 0 0
10793 920 0 0 0 0 0 -366.75 -366 1171.5 715.5 -366 -366.75 4267 16681552 0 0 0
10893 920 0 0 0 0 0 -366 -367.5 1197 715.5 -366.75 -367.5 4267 16682302 0 0 0
10993 920 0 0 0 0 0 -366.75 -366.75 1217.25 717.75 -366.75 -367.5 4267 16683058 0 0 0
11093 920 0 0 0 0 0 -366.75 -367.5 1213.5 717 -366.75 -366.75 4267 16683836 0 0 0
11193 920 0 0 0 0 0 -367.5 -367.5 1209 717.75 -366.75 -366.75 4267 16684609 0 0 0
11292 920 0 0 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
11293 "" "" "" 0 0 0 -366 -366.75 1212.75 713.25 -366.75 -366.75 4267 16685377 0 0 0
11393 920 0 0 0 0 0 -367.5 -366.75 1198.5 717 -367.5 -366.75 4267 16686160 0 0 0
11492 920 0 0 0 0 0 -366.75 "" "" "" "" "" "" "" "" "" ""
11493 "" "" "" "" "" "" "" -367.5 1196.25 717 -366.75 -367.5 4267 16686931 0 0 0
11593 920 0 0 0 0 0 -366.75 -366.75 1214.25 716.25 -367.5 -366.75 4267 16687698 0 0 0
11693 920 0 0 0 0 0 -366.75 -367.5 1227 716.25 -366.75 -366.75 4267 16688465 0 0 0
11792 920 0 0 0 0 0 -366 -366 1214.25 717 -367.5 -366.75 "" "" "" "" ""
11793 "" "" "" "" "" "" "" "" "" "" "" "" 4267 16689242 0 0 0
11893 920 0 0 0 0 0 -366.75 -366.75 1203 715.5 -367.5 -367.5 4267 16690021 0 0 0
11993 920 0 0 0 0 0 -366.75 -367.5 1218.75 716.25 -366.75 -366.75 4267 16690793 0 0 0
12092 920 0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
12093 "" "" 0 0 0 0 -366 -366.75 1221.75 715.5 -366.75 -366.75 4267 16691559 0 0 0
12192 920 0 0 0 0 0 -367.5 -367.5 1216.5 717 -367.5 -367.5 4267 16692332 0 0 0
12293 920 0 0 0 0 0 -367.5 -367.5 1221 714.75 -366.75 -367.5 4267 16693107 0 0 0
12393 920 0 0 0 0 0 -367.5 -367.5 1233.75 716.25 -366.75 -366.75 4267 16693875 0 0 0
12493 920 0 0 0 0 0 -367.5 -367.5 1261.5 711 -366.75 -367.5 4267 16694637 0 0 0
12592 920 0 0 0 0 0 -367.5 -366.75 "" "" "" "" "" "" "" "" ""
12593 "" "" "" "" "" "" "" "" 1275 715.5 -367.5 -367.5 4267 16695428 0 0 0
12693 920 0 0 0 0 0 -366.75 -367.5 1246.5 714 -368.25 -367.5 4267 16696207 0 0 0
12792 920 0 0 0 0 0 -367.5 -367.5 1315.5 711.75 -367.5 -367.5 4267 "" "" "" ""
12793 "" "" "" "" "" "" "" "" "" "" "" "" "" 16696953 0 0 0
12892 920 0 0 0 0 0 -366 -367.5 2950.5 "" "" "" "" "" "" "" ""
12893 "" "" "" "" "" "" "" "" "" 342 -366.75 -367.5 4269 16697079 0 0 0
12992 920 0 0 0 0 0 -366 -366.75 2913 240.75 -366.75 -366.75 4269 16697080 "" "" ""
12993 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0 0 0
13092 920 0 0 0 0 0 -367.5 -367.5 2913.75 234.75 -366.75 -367.5 4269 16697080 0 0 0
13192 0 0 0 759 0 0 -367.5 -367.5 2919 233.25 -366.75 -367.5 4268 16697080 0 0 0
13292 0 0 0 759 0 0 -366.75 -366.75 2919.75 228 -367.5 -367.5 4268 16697080 0 0 0
13392 0 0 0 759 0 0 -367.5 -367.5 2531.25 217.5 -368.25 -367.5 4268 16697080 0 0 0
13492 0 0 0 759 0 0 -366.75 -367.5 "" "" "" "" "" "" "" "" ""
13493 "" "" "" "" "" "" "" "" 1992 771 -368.25 -367.5 4268 16697073 0 0 0
13592 0 0 0 759 0 0 -366.75 -366.75 753 702 -366.75 -367.5 4268 16697055 0 0 0
13692 0 0 0 759 0 0 -367.5 -367.5 693.75 1030.5 -366.75 -366.75 4268 16697019 0 0 0
13792 0 0 0 759 0 0 -366.75 -366.75 707.25 1119 -366 -366.75 4268 16696723 0 0 0
13892 0 0 0 759 0 0 -367.5 -368.25 711 1061.25 -366.75 -366.75 4268 16696299 0 0 0
13992 0 0 0 759 0 0 -367.5 -367.5 716.25 1098.75 -366 -366.75 4268 16695913 0 0 0
14092 0 0 0 759 0 0 -367.5 -367.5 714 1082.25 -366.75 -366.75 4268 16695506 0 0 0
14192 0 0 0 759 0 0 -368.25 -368.25 714 1073.25 -367.5 -366.75 4268 16695090 0 0 0
14292 0 0 0 759 0 0 -367.5 -368.25 712.5 1081.5 -366.75 -367.5 4268 16694689 0 0 0
14392 0 0 0 759 0 0 -367.5 -368.25 714 1113 -367.5 -367.5 4268 16694306 0 0 0
14492 0 0 0 759 0 0 -367.5 -367.5 715.5 1086.75 -366.75 -367.5 4268 16693899 0 0 0
14592 0 0 0 759 0 0 -367.5 -367.5 714 1090.5 -367.5 -367.5 4268 16693498 0 0 0
14692 0 0 0 759 0 0 -367.5 -367.5 714.75 1056 -366.75 -366.75 4268 16693092 0 0 0
14792 0 0 0 759 0 0 -367.5 -367.5 712.5 1053.75 -366.75 -367.5 4268 16692694 0 0 0
14892 0 0 0 759 0 0 -366.75 -367.5 716.25 1021.5 -366 -367.5 4268 16692284 0 0 0
14992 0 0 0 759 0 0 -367.5 -366.75 714.75 1047 -366.75 -366.75 4268 16691894 0 0 0
15092 0 0 0 759 0 0 -366.75 -366.75 713.25 1056 -366.75 -367.5 4268 16691495 0 0 0
15192 0 0 0 759 0 0 -366 -367.5 707.25 1107 -366.75 -367.5 4268 16691110 0 0 0
15292 0 0 0 759 0 0 -367.5 -366.75 714.75 1087.5 -367.5 -367.5 4268 16690704 0 0 0
15392 0 0 0 759 0 0 -366 -366.75 714.75 1080.75 -366.75 -366.75 4268 16690292 0 0 0
15492 0 0 0 759 0 0 -366.75 -366.75 716.25 1067.25 -366.75 -366.75 4268 16689895 0 0 0
15592 0 0 0 759 0 0 -367.5 -367.5 714 1056.75 -366.75 -366.75 4268 16689490 0 0 0
15692 0 0 0 759 0 0 -366.75 -366.75 713.25 1059 -366.75 -366 4268 16689093 0 0 0
15792 0 0 0 759 0 0 -367.5 -367.5 714.75 1050 -366.75 -366.75 4268 16688688 0 0 0
15892 0 0 0 759 0 0 -366.75 -367.5 714 1057.5 -366.75 -366.75 4268 16688294 0 0 0
15992 0 0 0 759 0 0 -366.75 -367.5 716.25 1080.75 -366.75 -366.75 4268 16687894 0 0 0
16092 0 0 0 759 0 0 -366.75 -366.75 718.5 1083 -366.75 -367.5 4268 16687500 0 0 0
16192 0 0 0 759 0 0 -367.5 -367.5 714 1077 -366.75 -367.5 4268 16687094 0 0 0
16292 0 0 0 759 0 0 -366.75 -366.75 711.75 1107 -366.75 -366.75 4268 16686709 0 0 0
16392 0 0 0 759 0 0 -366.75 -367.5 714.75 1065 -366.75 -366 4268 16686287 0 0 0
16492 0 0 0 759 0 0 -366.75 -366 714 1063.5 -366.75 -367.5 4268 16685885 0 0 0
16592 0 0 0 759 0 0 -366.75 -366.75 716.25 1060.5 -366 -366.75 4268 16685488 0 0 0
16692 0 0 0 759 0 0 -366.75 -366.75 714.75 1067.25 -367.5 -366.75 4268 16685081 0 0 0
16792 0 0 0 759 0 0 -366.75 -366.75 717.75 1073.25 -366.75 -367.5 4268 16684685 0 0 0
16892 0 0 0 759 0 0 -367.5 -367.5 715.5 1065.75 -366.75 -366.75 4268 16684279 0 0 0
16992 0 0 0 759 0 0 -366.75 -366.75 717.75 1064.25 -367.5 -366.75 4268 16683880 0 0 0
17092 0 0 0 759 0 0 -367.5 -366.75 717 1074.75 -366.75 -367.5 4268 16683482 0 0 0
17192 0 0 0 759 0 0 -366.75 -367.5 714.75 1072.5 -366.75 -366.75 4268 16683082 0 0 0
17292 0 0 0 759 0 0 -367.5 -367.5 715.5 1063.5 -366.75 -367.5 4268 16682673 0 0 0
17392 0 0 0 1400 0 0 -366.75 -367.5 714.75 1080 -366.75 -366.75 4268 16682277 0 0 0
17492 0 0 0 1400 0 0 -366.75 -366 716.25 1079.25 -366 -367.5 4268 16681875 0 0 0
17592 0 0 0 1400 "" "" "" "" "" "" "" "" "" "" "" "" ""
17593 "" "" "" "" 0 0 -367.5 -366.75 679.5 1227 -367.5 -367.5 4268 16681466 0 0 0
17692 0 0 0 1400 0 0 -366.75 -366.75 672 1968 -366.75 -367.5 4267 16680534 0 0 0
17792 0 0 0 1400 0 0 -366 -366.75 800.25 1267.5 -367.5 -369 4269 16678984 0 0 0
17892 0 0 0 1400 0 0 -367.5 -367.5 711 1433.25 -367.5 -366.75 4268 16677781 0 0 0
17992 0 0 0 1400 0 0 -366.75 -366.75 709.5 1682.25 -367.5 -366.75 4267 16676532 0 1 0
18092 0 0 0 0 0 0 -366 -366.75 723.75 1326 -367.5 -366.75 4268 16675028 0 1 0
18192 0 0 0 0 0 0 -367.5 -367.5 718.5 1391.25 -367.5 -368.25 4268 16673711 0 1 0
18292 0 0 0 0 0 0 -366.75 -367.5 794.25 774.75 -366.75 -367.5 4269 16672592 0 1 0
18392 0 0 0 0 0 0 -367.5 -367.5 933 875.25 -367.5 -366.75 4268 16672434 0 1 0
18491 0 0 0 0 0 0 -366.75 -368.25 885 891 -367.5 -367.5 "" "" "" "" ""
18492 "" "" "" "" "" "" "" "" "" "" "" "" 4268 16672457 0 1 0
18592 1400 0 0 0 0 0 -366.75 -366.75 878.25 874.5 -367.5 -367.5 4269 16672449 0 1 0
18691 1400 0 0 0 "" "" "" "" "" "" "" "" "" "" "" "" ""
18692 "" "" "" "" 0 0 -367.5 -367.5 867.75 865.5 -366.75 -367.5 4269 16672450 0 1 0
18792 1400 0 0 0 0 0 -366.75 -367.5 858 855.75 -367.5 -367.5 4269 16672450 0 1 0
18892 1400 0 0 0 0 0 -366.75 -366.75 849 847.5 -367.5 -366.75 4269 16672450 0 1 0
18991 1400 0 0 0 0 0 -366.75 -367.5 768.75 730.5 -366.75 -366.75 4269 "" "" "" ""
18992 "" "" "" "" "" "" "" "" "" "" "" "" "" 16672450 0 1 0
19091 1400 0 0 0 0 0 -367.5 -366.75 1873.5 560.25 -366 -367.5 "" "" "" "" ""
19092 "" "" "" "" "" "" "" "" "" "" "" "" 4269 16672618 0 1 0
19191 1400 0 0 0 0 0 -366.75 -366.75 1917 744 -367.5 "" "" "" "" "" ""
19192 "" "" "" "" "" "" "" "" "" "" "" -366.75 4269 16673929 0 1 0
19291 1400 0 0 0 0 0 -367.5 -368.25 1130.25 750 "" "" "" "" "" "" ""
19292 "" "" "" "" "" "" "" "" "" "" -367.5 -366.75 4267 16675460 0 1 0
19391 1400 0 0 0 0 0 -368.25 -367.5 1590 650.25 -367.5 "" "" "" "" "" ""
19392 "" "" "" "" "" "" "" "" "" "" "" -367.5 4269 16676594 0 1 0
19492 1400 0 0 0 0 0 -367.5 -368.25 1717.5 721.5 -366.75 -367.5 4269 16678030 0 1 0
19592 1400 0 0 0 0 0 -367.5 -367.5 1260 739.5 -366.75 -366.75 4268 16679553 0 1 0
19691 1400 0 0 0 0 0 -367.5 -368.25 "" "" "" "" "" "" "" "" ""
19692 "" "" "" "" "" "" "" "" 1486.5 710.25 -366.75 -366.75 4268 16680846 0 1 0
19792 1400 0 0 0 0 0 -366.75 -366.75 1472.25 715.5 -366.75 -367.5 4268 16682164 0 1 0
19892 0 0 0 0 0 0 -367.5 -367.5 1470.75 710.25 -366.75 -366.75 4268 16683522 0 2 0
19991 0 0 0 0 0 "" "" "" "" "" "" "" "" "" "" "" ""
19992 "" "" "" "" "" 0 -366.75 -367.5 1462.5 707.25 -366.75 -367.5 4268 16684893 0 2 0
20091 0 0 0 0 0 0 -366.75 "" "" "" "" "" "" "" "" "" ""
20092 "" "" "" "" "" "" "" -367.5 1462.5 707.25 -366.75 -367.5 4268 16684893 0 2 0
20191 0 0 0 0 0 0 -367.5 -367.5 786 798.75 -366.75 -366.75 4267 16686100 0 2 0
20291 0 0 0 0 0 0 -367.5 -368.25 1014.75 1171.5 -366.75 "" "" "" "" "" ""
20292 "" "" "" "" "" "" "" "" "" "" "" -367.5 4268 16686280 0 2 0
20391 0 0 0 1400 0 0 -367.5 -368.25 1100.25 1026 -367.5 -367.5 4268 16686253 "" "" ""
20392 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0 2 0
20491 0 0 0 1400 0 0 -368.25 -367.5 1038.75 1043.25 -366.75 "" "" "" "" "" ""
20492 "" "" "" "" "" "" "" "" "" "" "" -366.75 4268 16686268 0 2 0
20591 0 0 0 1400 0 0 -367.5 -367.5 1019.25 1017 -366.75 -366.75 4268 16686265 0 2 0
20691 0 0 0 1400 0 0 -366.75 -366.75 1004.25 1001.25 -366 -366.75 4268 16686265 0 2 0
20791 0 0 0 1400 0 0 -366.75 -367.5 987 985.5 -366.75 -366 4268 16686265 0 2 0
20891 0 0 0 1400 0 0 -367.5 -367.5 972.75 971.25 -366.75 -366.75 4268 16686265 0 2 0
20991 0 0 0 1400 0 0 -367.5 -368.25 693 963.75 -366.75 -366.75 4268 16686259 0 2 0
21091 0 0 0 1400 0 0 -366.75 -367.5 599.25 2283.75 -366.75 -366.75 4266 16685696 0 2 0
21191 0 0 0 1400 0 0 -366.75 -366.75 849.75 1194.75 -366.75 -367.5 4269 16684075 0 2 0
21291 0 0 0 1400 0 0 -367.5 -367.5 693 1278.75 -366.75 -367.5 4268 16682878 0 2 0
